Date,Event,Price,Price/Sq_Ft,Source,listing_page
01/03/2023,Price Changed,"$400,000 ",$439 ,Austin,https://www.realtor.com/realestateandhomes-detail/6100-Larch-Ter_Austin_TX_78741_M74203-10862
12/28/2022,Listed for rent,"$2,000 ",$2 ,Austin,https://www.realtor.com/realestateandhomes-detail/6100-Larch-Ter_Austin_TX_78741_M74203-10862
12/09/2022,Listed,"$425,000 ",$466 ,Austin,https://www.realtor.com/realestateandhomes-detail/6100-Larch-Ter_Austin_TX_78741_M74203-10862
08/31/2022,Listing removed,- ,- ,Austin,https://www.realtor.com/realestateandhomes-detail/6100-Larch-Ter_Austin_TX_78741_M74203-10862
08/07/2022,Relisted,"$475,000 ",$521 ,Austin,https://www.realtor.com/realestateandhomes-detail/6100-Larch-Ter_Austin_TX_78741_M74203-10862
07/27/2022,Listing removed,- ,- ,Austin,https://www.realtor.com/realestateandhomes-detail/6100-Larch-Ter_Austin_TX_78741_M74203-10862
06/24/2022,Listed,"$475,000 ",$521 ,Austin,https://www.realtor.com/realestateandhomes-detail/6100-Larch-Ter_Austin_TX_78741_M74203-10862
01/18/2023,Listed,"$654,000 ",$357 ,Austin,https://www.realtor.com/realestateandhomes-detail/2005-Uphill-Ln-A_Austin_TX_78741_M94373-42350
01/15/2023,Listing removed,- ,- ,Austin,https://www.realtor.com/realestateandhomes-detail/2005-Uphill-Ln-A_Austin_TX_78741_M94373-42350
12/02/2022,Price Changed,"$659,000 ",$360 ,Austin,https://www.realtor.com/realestateandhomes-detail/2005-Uphill-Ln-A_Austin_TX_78741_M94373-42350
11/02/2022,Price Changed,"$679,000 ",$371 ,Austin,https://www.realtor.com/realestateandhomes-detail/2005-Uphill-Ln-A_Austin_TX_78741_M94373-42350
10/27/2022,Price Changed,"$700,000 ",$383 ,Austin,https://www.realtor.com/realestateandhomes-detail/2005-Uphill-Ln-A_Austin_TX_78741_M94373-42350
10/11/2022,Price Changed,"$710,000 ",$388 ,Austin,https://www.realtor.com/realestateandhomes-detail/2005-Uphill-Ln-A_Austin_TX_78741_M94373-42350
10/05/2022,Price Changed,"$720,000 ",$393 ,Austin,https://www.realtor.com/realestateandhomes-detail/2005-Uphill-Ln-A_Austin_TX_78741_M94373-42350
01/04/2023,Price Changed,"$455,000 ",$345 ,Austin,https://www.realtor.com/realestateandhomes-detail/2113-Thrasher-Ln-Apt-1_Austin_TX_78741_M88364-86990
11/28/2022,Price Changed,"$485,000 ",$367 ,Austin,https://www.realtor.com/realestateandhomes-detail/2113-Thrasher-Ln-Apt-1_Austin_TX_78741_M88364-86990
11/10/2022,Listed,"$495,000 ",$375 ,Austin,https://www.realtor.com/realestateandhomes-detail/2113-Thrasher-Ln-Apt-1_Austin_TX_78741_M88364-86990
11/08/2014,Listing removed,"$1,250 ",$1 ,Austin,https://www.realtor.com/realestateandhomes-detail/2113-Thrasher-Ln-Apt-1_Austin_TX_78741_M88364-86990
10/31/2014,Price Changed for rent,"$1,250 ",$1 ,Austin,https://www.realtor.com/realestateandhomes-detail/2113-Thrasher-Ln-Apt-1_Austin_TX_78741_M88364-86990
10/01/2014,Listing removed,"$220,000 ",$167 ,Austin,https://www.realtor.com/realestateandhomes-detail/2113-Thrasher-Ln-Apt-1_Austin_TX_78741_M88364-86990
09/17/2014,Listed for rent,"$1,450 ",$1 ,Austin,https://www.realtor.com/realestateandhomes-detail/2113-Thrasher-Ln-Apt-1_Austin_TX_78741_M88364-86990
01/02/2023,Price Changed,"$647,490 ",$602 ,Austin,https://www.realtor.com/realestateandhomes-detail/702-Culp-St_Austin_TX_78741_M82438-08065
12/21/2022,Price Changed,"$648,490 ",$603 ,Austin,https://www.realtor.com/realestateandhomes-detail/702-Culp-St_Austin_TX_78741_M82438-08065
11/30/2022,Price Changed,"$648,590 ",$603 ,Austin,https://www.realtor.com/realestateandhomes-detail/702-Culp-St_Austin_TX_78741_M82438-08065
11/19/2022,Price Changed,"$649,590 ",$604 ,Austin,https://www.realtor.com/realestateandhomes-detail/702-Culp-St_Austin_TX_78741_M82438-08065
11/09/2022,Price Changed,"$649,690 ",$604 ,Austin,https://www.realtor.com/realestateandhomes-detail/702-Culp-St_Austin_TX_78741_M82438-08065
11/04/2022,Price Changed,"$649,890 ",$605 ,Austin,https://www.realtor.com/realestateandhomes-detail/702-Culp-St_Austin_TX_78741_M82438-08065
09/21/2022,Price Changed,"$649,990 ",$605 ,Austin,https://www.realtor.com/realestateandhomes-detail/702-Culp-St_Austin_TX_78741_M82438-08065
01/02/2023,Relisted,"$1,849,000 ",$561 ,Austin,https://www.realtor.com/realestateandhomes-detail/2105-Yellow-Jacket-Ln_Austin_TX_78741_M70060-82944
11/11/2022,Listing removed,- ,- ,Austin,https://www.realtor.com/realestateandhomes-detail/2105-Yellow-Jacket-Ln_Austin_TX_78741_M70060-82944
10/19/2022,Listed,"$1,895,000 ",$575 ,Austin,https://www.realtor.com/realestateandhomes-detail/2105-Yellow-Jacket-Ln_Austin_TX_78741_M70060-82944
06/02/2021,Listing removed,- ,- ,Austin,https://www.realtor.com/realestateandhomes-detail/2105-Yellow-Jacket-Ln_Austin_TX_78741_M70060-82944
06/02/2021,Listing removed,- ,- ,Austin,https://www.realtor.com/realestateandhomes-detail/2105-Yellow-Jacket-Ln_Austin_TX_78741_M70060-82944
01/28/2021,Listed,"$499,000 ",- ,Austin,https://www.realtor.com/realestateandhomes-detail/2105-Yellow-Jacket-Ln_Austin_TX_78741_M70060-82944
01/25/2021,Listed,"$499,000 ",$832 ,Austin,https://www.realtor.com/realestateandhomes-detail/2105-Yellow-Jacket-Ln_Austin_TX_78741_M70060-82944
01/12/2023,Listed,"$385,000 ",$401 ,Austin,https://www.realtor.com/realestateandhomes-detail/Austin_TX_78741_M85515-66145
11/27/2002,Sold,- ,- ,Public Record,https://www.realtor.com/realestateandhomes-detail/Austin_TX_78741_M85515-66145
01/17/2023,Price Changed,"$895,000 ",$381 ,Austin,https://www.realtor.com/realestateandhomes-detail/2301-Thrasher-Ln_Austin_TX_78741_M77976-44060
11/07/2022,Listed,"$899,000 ",$383 ,Austin,https://www.realtor.com/realestateandhomes-detail/2301-Thrasher-Ln_Austin_TX_78741_M77976-44060
03/20/2018,Listing removed,"$350,000 ",- ,Austin,https://www.realtor.com/realestateandhomes-detail/2301-Thrasher-Ln_Austin_TX_78741_M77976-44060
02/06/2017,Listed,"$350,000 ",- ,Austin,https://www.realtor.com/realestateandhomes-detail/2301-Thrasher-Ln_Austin_TX_78741_M77976-44060
04/11/2011,Listing removed,"$49,500 ",- ,Austin,https://www.realtor.com/realestateandhomes-detail/2301-Thrasher-Ln_Austin_TX_78741_M77976-44060
01/04/2011,Price Changed,"$49,500 ",- ,Austin,https://www.realtor.com/realestateandhomes-detail/2301-Thrasher-Ln_Austin_TX_78741_M77976-44060
11/29/2010,Price Changed,"$55,000 ",- ,Austin,https://www.realtor.com/realestateandhomes-detail/2301-Thrasher-Ln_Austin_TX_78741_M77976-44060
09/30/2022,Listed,"$700,000 ",$694 ,CentralTexas,https://www.realtor.com/realestateandhomes-detail/6707-Santos-St_Austin_TX_78741_M86427-77245
03/09/2010,Listing removed,$950 ,$1 ,Austin,https://www.realtor.com/realestateandhomes-detail/6707-Santos-St_Austin_TX_78741_M86427-77245
02/04/2010,Listed for rent,$950 ,$1 ,Austin,https://www.realtor.com/realestateandhomes-detail/6707-Santos-St_Austin_TX_78741_M86427-77245
12/13/2022,Listed,"$779,999 ",$935 ,Austin,https://www.realtor.com/realestateandhomes-detail/6409-Porter-St_Austin_TX_78741_M81485-86765
12/10/2022,Listed,"$1,199,900 ",$506 ,Austin,https://www.realtor.com/realestateandhomes-detail/412-Kemp-St_Austin_TX_78741_M87931-05273
12/09/2022,Listing removed,- ,- ,Austin,https://www.realtor.com/realestateandhomes-detail/412-Kemp-St_Austin_TX_78741_M87931-05273
11/28/2022,Listed,"$470,000 ",- ,Austin,https://www.realtor.com/realestateandhomes-detail/412-Kemp-St_Austin_TX_78741_M87931-05273
11/26/2022,Listing removed,- ,- ,Austin,https://www.realtor.com/realestateandhomes-detail/412-Kemp-St_Austin_TX_78741_M87931-05273
09/16/2022,Listed,"$540,000 ",- ,Austin,https://www.realtor.com/realestateandhomes-detail/412-Kemp-St_Austin_TX_78741_M87931-05273
10/28/2018,Listing removed,- ,- ,Austin,https://www.realtor.com/realestateandhomes-detail/412-Kemp-St_Austin_TX_78741_M87931-05273
05/28/2018,Relisted,"$215,000 ",- ,Austin,https://www.realtor.com/realestateandhomes-detail/412-Kemp-St_Austin_TX_78741_M87931-05273
01/06/2023,Listed,"$1,150,000 ",$541 ,Austin,https://www.realtor.com/realestateandhomes-detail/6217-Clovis-St-A_Austin_TX_78741_M98822-58654
10/01/2022,Listing removed,- ,- ,Austin,https://www.realtor.com/realestateandhomes-detail/6217-Clovis-St-A_Austin_TX_78741_M98822-58654
09/07/2022,Relisted,"$1,250,000 ",$589 ,Austin,https://www.realtor.com/realestateandhomes-detail/6217-Clovis-St-A_Austin_TX_78741_M98822-58654
09/02/2022,Listing removed,- ,- ,Austin,https://www.realtor.com/realestateandhomes-detail/6217-Clovis-St-A_Austin_TX_78741_M98822-58654
06/29/2022,Listed,"$1,250,000 ",$589 ,Austin,https://www.realtor.com/realestateandhomes-detail/6217-Clovis-St-A_Austin_TX_78741_M98822-58654
09/24/2021,Listing removed,- ,- ,Austin,https://www.realtor.com/realestateandhomes-detail/6217-Clovis-St-A_Austin_TX_78741_M98822-58654
12/06/2022,Listed,"$790,000 ","$1,045 ",Austin,https://www.realtor.com/realestateandhomes-detail/1414-Vargas-Rd_Austin_TX_78741_M86852-60420
08/02/2022,Listing removed,- ,- ,Austin,https://www.realtor.com/realestateandhomes-detail/1414-Vargas-Rd_Austin_TX_78741_M86852-60420
06/25/2022,Price Changed,"$790,000 ","$1,045 ",Austin,https://www.realtor.com/realestateandhomes-detail/1414-Vargas-Rd_Austin_TX_78741_M86852-60420
05/05/2022,Listed,"$850,000 ","$1,124 ",Austin,https://www.realtor.com/realestateandhomes-detail/1414-Vargas-Rd_Austin_TX_78741_M86852-60420
04/01/2022,Listing removed,- ,- ,Austin,https://www.realtor.com/realestateandhomes-detail/1414-Vargas-Rd_Austin_TX_78741_M86852-60420
11/16/2021,Listed,"$850,000 ","$1,124 ",Austin,https://www.realtor.com/realestateandhomes-detail/1414-Vargas-Rd_Austin_TX_78741_M86852-60420
10/27/2022,Price Changed,"$380,000 ",$297 ,Austin,https://www.realtor.com/realestateandhomes-detail/6803-Cruz-St_Austin_TX_78741_M77820-51366
08/17/2022,Listed,"$399,000 ",$312 ,Austin,https://www.realtor.com/realestateandhomes-detail/6803-Cruz-St_Austin_TX_78741_M77820-51366
07/19/2022,Listing removed,- ,- ,Austin,https://www.realtor.com/realestateandhomes-detail/6803-Cruz-St_Austin_TX_78741_M77820-51366
04/26/2022,Listed,"$428,900 ",$335 ,Austin,https://www.realtor.com/realestateandhomes-detail/6803-Cruz-St_Austin_TX_78741_M77820-51366
01/29/2022,Listing removed,- ,- ,Austin,https://www.realtor.com/realestateandhomes-detail/6803-Cruz-St_Austin_TX_78741_M77820-51366
07/09/2021,Listed,"$429,000 ",$335 ,Austin,https://www.realtor.com/realestateandhomes-detail/6803-Cruz-St_Austin_TX_78741_M77820-51366
10/12/1992,Sold,- ,- ,Public Record,https://www.realtor.com/realestateandhomes-detail/6803-Cruz-St_Austin_TX_78741_M77820-51366
01/16/2023,Relisted,"$450,000 ",$315 ,Austin,https://www.realtor.com/realestateandhomes-detail/7524-Cayenne-Ln_Austin_TX_78741_M82276-03647
12/22/2022,Listing removed,- ,- ,Austin,https://www.realtor.com/realestateandhomes-detail/7524-Cayenne-Ln_Austin_TX_78741_M82276-03647
11/17/2022,Price Changed,"$439,000 ",$307 ,Austin,https://www.realtor.com/realestateandhomes-detail/7524-Cayenne-Ln_Austin_TX_78741_M82276-03647
11/03/2022,Price Changed,"$444,000 ",$311 ,Austin,https://www.realtor.com/realestateandhomes-detail/7524-Cayenne-Ln_Austin_TX_78741_M82276-03647
10/13/2022,Price Changed,"$445,000 ",$311 ,Austin,https://www.realtor.com/realestateandhomes-detail/7524-Cayenne-Ln_Austin_TX_78741_M82276-03647
09/29/2022,Price Changed,"$471,000 ",$330 ,Austin,https://www.realtor.com/realestateandhomes-detail/7524-Cayenne-Ln_Austin_TX_78741_M82276-03647
09/15/2022,Price Changed,"$486,000 ",$340 ,Austin,https://www.realtor.com/realestateandhomes-detail/7524-Cayenne-Ln_Austin_TX_78741_M82276-03647
01/26/2023,Price Changed,"$390,000 ",$413 ,Austin,https://www.realtor.com/realestateandhomes-detail/6701-Canal-St_Austin_TX_78741_M75701-44805
10/05/2022,Price Changed,"$424,000 ",$449 ,Austin,https://www.realtor.com/realestateandhomes-detail/6701-Canal-St_Austin_TX_78741_M75701-44805
08/19/2022,Listed,"$499,900 ",$530 ,Austin,https://www.realtor.com/realestateandhomes-detail/6701-Canal-St_Austin_TX_78741_M75701-44805
09/21/1998,Sold,- ,- ,Public Record,https://www.realtor.com/realestateandhomes-detail/6701-Canal-St_Austin_TX_78741_M75701-44805
10/14/2022,Listed,"$385,000 ",$362 ,Austin,https://www.realtor.com/realestateandhomes-detail/6112-Larch-Ter_Austin_TX_78741_M74154-66290
06/09/2020,Sold,- ,- ,Public Record,https://www.realtor.com/realestateandhomes-detail/6112-Larch-Ter_Austin_TX_78741_M74154-66290
09/30/2011,Listing removed,"$120,000 ",$113 ,Austin,https://www.realtor.com/realestateandhomes-detail/6112-Larch-Ter_Austin_TX_78741_M74154-66290
03/07/2007,Sold,- ,- ,Public Record,https://www.realtor.com/realestateandhomes-detail/6112-Larch-Ter_Austin_TX_78741_M74154-66290
01/03/2007,Listed,"$120,000 ",$113 ,Austin,https://www.realtor.com/realestateandhomes-detail/6112-Larch-Ter_Austin_TX_78741_M74154-66290
08/17/2001,Sold,- ,- ,Public Record,https://www.realtor.com/realestateandhomes-detail/6112-Larch-Ter_Austin_TX_78741_M74154-66290
09/12/2022,Listed,"$385,000 ",$370 ,Austin,https://www.realtor.com/realestateandhomes-detail/7005-Frontera-Trl_Austin_TX_78741_M84180-86478
03/05/2007,Sold,- ,- ,Public Record,https://www.realtor.com/realestateandhomes-detail/7005-Frontera-Trl_Austin_TX_78741_M84180-86478
09/28/2006,Sold,- ,- ,Public Record,https://www.realtor.com/realestateandhomes-detail/7005-Frontera-Trl_Austin_TX_78741_M84180-86478
08/02/2022,Listed,"$499,000 ",$415 ,Austin,https://www.realtor.com/realestateandhomes-detail/1700-Poppy-Seed-Ln_Austin_TX_78741_M83685-22775
08/02/2006,Sold,- ,- ,Public Record,https://www.realtor.com/realestateandhomes-detail/1700-Poppy-Seed-Ln_Austin_TX_78741_M83685-22775
12/16/2022,Price Changed,"$445,000 ",$268 ,Austin,https://www.realtor.com/realestateandhomes-detail/1717-Poppy-Seed-Ln_Austin_TX_78741_M81733-24503
10/19/2022,Price Changed,"$450,000 ",$271 ,Austin,https://www.realtor.com/realestateandhomes-detail/1717-Poppy-Seed-Ln_Austin_TX_78741_M81733-24503
09/26/2022,Listed,"$474,500 ",$286 ,Austin,https://www.realtor.com/realestateandhomes-detail/1717-Poppy-Seed-Ln_Austin_TX_78741_M81733-24503
04/12/2009,Listing removed,"$149,900 ",$90 ,Austin,https://www.realtor.com/realestateandhomes-detail/1717-Poppy-Seed-Ln_Austin_TX_78741_M81733-24503
04/07/2009,Sold,- ,- ,Public Record,https://www.realtor.com/realestateandhomes-detail/1717-Poppy-Seed-Ln_Austin_TX_78741_M81733-24503
02/22/2009,Listing removed,"$149,900 ",$90 ,Austin,https://www.realtor.com/realestateandhomes-detail/1717-Poppy-Seed-Ln_Austin_TX_78741_M81733-24503
02/19/2009,Price Changed,"$149,900 ",$90 ,Austin,https://www.realtor.com/realestateandhomes-detail/1717-Poppy-Seed-Ln_Austin_TX_78741_M81733-24503
01/11/2023,Listing removed,- ,- ,Austin,https://www.realtor.com/realestateandhomes-detail/2202-Hermia-St_Austin_TX_78741_M77012-43546
12/15/2022,Listed for rent,"$3,000 ",$1 ,Austin,https://www.realtor.com/realestateandhomes-detail/2202-Hermia-St_Austin_TX_78741_M77012-43546
10/28/2022,Price Changed,"$575,000 ",$283 ,Austin,https://www.realtor.com/realestateandhomes-detail/2202-Hermia-St_Austin_TX_78741_M77012-43546
08/18/2022,Listed,"$600,000 ",$295 ,Austin,https://www.realtor.com/realestateandhomes-detail/2202-Hermia-St_Austin_TX_78741_M77012-43546
08/08/2022,Listing removed,- ,- ,Austin,https://www.realtor.com/realestateandhomes-detail/2202-Hermia-St_Austin_TX_78741_M77012-43546
07/08/2022,Listed,"$620,000 ",$305 ,Austin,https://www.realtor.com/realestateandhomes-detail/2202-Hermia-St_Austin_TX_78741_M77012-43546
02/23/2018,Listing removed,"$408,753 ",$202 ,Austin,https://www.realtor.com/realestateandhomes-detail/2202-Hermia-St_Austin_TX_78741_M77012-43546
01/25/2023,Price Changed,"$444,000 ",$370 ,Austin,https://www.realtor.com/realestateandhomes-detail/6512-Circulo-De-Amistad_Austin_TX_78741_M79600-21096
01/14/2023,Price Changed,"$464,000 ",$387 ,Austin,https://www.realtor.com/realestateandhomes-detail/6512-Circulo-De-Amistad_Austin_TX_78741_M79600-21096
01/04/2023,Price Changed,"$517,400 ",$431 ,Austin,https://www.realtor.com/realestateandhomes-detail/6512-Circulo-De-Amistad_Austin_TX_78741_M79600-21096
11/10/2022,Listed,"$546,000 ",$455 ,Austin,https://www.realtor.com/realestateandhomes-detail/6512-Circulo-De-Amistad_Austin_TX_78741_M79600-21096
02/07/2022,Listing removed,- ,- ,Austin,https://www.realtor.com/realestateandhomes-detail/6512-Circulo-De-Amistad_Austin_TX_78741_M79600-21096
02/01/2022,Listed,"$325,000 ",$271 ,Austin,https://www.realtor.com/realestateandhomes-detail/6512-Circulo-De-Amistad_Austin_TX_78741_M79600-21096
11/02/1999,Sold,- ,- ,Public Record,https://www.realtor.com/realestateandhomes-detail/6512-Circulo-De-Amistad_Austin_TX_78741_M79600-21096
01/12/2023,Price Changed,"$591,000 ",$293 ,Austin,https://www.realtor.com/realestateandhomes-detail/6805-Idea-Rd_Austin_TX_78741_M79416-47180
11/03/2022,Price Changed,"$598,000 ",$297 ,Austin,https://www.realtor.com/realestateandhomes-detail/6805-Idea-Rd_Austin_TX_78741_M79416-47180
10/13/2022,Price Changed,"$605,000 ",$300 ,Austin,https://www.realtor.com/realestateandhomes-detail/6805-Idea-Rd_Austin_TX_78741_M79416-47180
09/29/2022,Price Changed,"$624,000 ",$310 ,Austin,https://www.realtor.com/realestateandhomes-detail/6805-Idea-Rd_Austin_TX_78741_M79416-47180
09/15/2022,Price Changed,"$641,000 ",$318 ,Austin,https://www.realtor.com/realestateandhomes-detail/6805-Idea-Rd_Austin_TX_78741_M79416-47180
08/29/2022,Listed,"$650,000 ",$323 ,Austin,https://www.realtor.com/realestateandhomes-detail/6805-Idea-Rd_Austin_TX_78741_M79416-47180
03/02/2020,Sold,- ,- ,Public Record,https://www.realtor.com/realestateandhomes-detail/6805-Idea-Rd_Austin_TX_78741_M79416-47180
12/24/2022,Price Changed,"$299,000 ",$317 ,Austin,https://www.realtor.com/realestateandhomes-detail/6030-Bluebell-Cir_Austin_TX_78741_M76124-91328
12/16/2022,Listed,"$319,000 ",$338 ,Austin,https://www.realtor.com/realestateandhomes-detail/6030-Bluebell-Cir_Austin_TX_78741_M76124-91328
11/16/2022,Sold,- ,- ,Public Record,https://www.realtor.com/realestateandhomes-detail/6030-Bluebell-Cir_Austin_TX_78741_M76124-91328
01/18/2023,Listed,"$645,000 ",$364 ,Austin,https://www.realtor.com/realestateandhomes-detail/2005-Uphill-Ln-B_Austin_TX_78741_M97068-04537
01/15/2023,Listing removed,- ,- ,Austin,https://www.realtor.com/realestateandhomes-detail/2005-Uphill-Ln-B_Austin_TX_78741_M97068-04537
12/02/2022,Price Changed,"$650,000 ",$366 ,Austin,https://www.realtor.com/realestateandhomes-detail/2005-Uphill-Ln-B_Austin_TX_78741_M97068-04537
11/02/2022,Price Changed,"$670,000 ",$378 ,Austin,https://www.realtor.com/realestateandhomes-detail/2005-Uphill-Ln-B_Austin_TX_78741_M97068-04537
10/27/2022,Price Changed,"$685,000 ",$386 ,Austin,https://www.realtor.com/realestateandhomes-detail/2005-Uphill-Ln-B_Austin_TX_78741_M97068-04537
10/11/2022,Price Changed,"$695,000 ",$392 ,Austin,https://www.realtor.com/realestateandhomes-detail/2005-Uphill-Ln-B_Austin_TX_78741_M97068-04537
10/05/2022,Price Changed,"$705,000 ",$397 ,Austin,https://www.realtor.com/realestateandhomes-detail/2005-Uphill-Ln-B_Austin_TX_78741_M97068-04537
01/26/2023,Listed,"$595,000 ",$294 ,Austin,https://www.realtor.com/realestateandhomes-detail/2213-Maxwell-Ln_Austin_TX_78741_M77295-40502
01/31/2017,Sold,- ,- ,Public Record,https://www.realtor.com/realestateandhomes-detail/2213-Maxwell-Ln_Austin_TX_78741_M77295-40502
12/13/2016,Listing removed,"$428,910 ",$212 ,Austin,https://www.realtor.com/realestateandhomes-detail/2213-Maxwell-Ln_Austin_TX_78741_M77295-40502
11/03/2016,Price Changed,"$428,910 ",$212 ,Austin,https://www.realtor.com/realestateandhomes-detail/2213-Maxwell-Ln_Austin_TX_78741_M77295-40502
10/17/2016,Price Changed,"$427,910 ",$212 ,Austin,https://www.realtor.com/realestateandhomes-detail/2213-Maxwell-Ln_Austin_TX_78741_M77295-40502
02/25/2016,Listed,"$462,620 ",$229 ,Austin,https://www.realtor.com/realestateandhomes-detail/2213-Maxwell-Ln_Austin_TX_78741_M77295-40502
01/03/2023,Price Changed,"$400,000 ",$439 ,Austin,https://www.realtor.com/realestateandhomes-detail/6100-Larch-Ter_Austin_TX_78741_M74203-10862
12/28/2022,Listed for rent,"$2,000 ",$2 ,Austin,https://www.realtor.com/realestateandhomes-detail/6100-Larch-Ter_Austin_TX_78741_M74203-10862
12/09/2022,Listed,"$425,000 ",$466 ,Austin,https://www.realtor.com/realestateandhomes-detail/6100-Larch-Ter_Austin_TX_78741_M74203-10862
08/31/2022,Listing removed,- ,- ,Austin,https://www.realtor.com/realestateandhomes-detail/6100-Larch-Ter_Austin_TX_78741_M74203-10862
08/07/2022,Relisted,"$475,000 ",$521 ,Austin,https://www.realtor.com/realestateandhomes-detail/6100-Larch-Ter_Austin_TX_78741_M74203-10862
07/27/2022,Listing removed,- ,- ,Austin,https://www.realtor.com/realestateandhomes-detail/6100-Larch-Ter_Austin_TX_78741_M74203-10862
06/24/2022,Listed,"$475,000 ",$521 ,Austin,https://www.realtor.com/realestateandhomes-detail/6100-Larch-Ter_Austin_TX_78741_M74203-10862
01/18/2023,Listed,"$654,000 ",$357 ,Austin,https://www.realtor.com/realestateandhomes-detail/2005-Uphill-Ln-A_Austin_TX_78741_M94373-42350
01/15/2023,Listing removed,- ,- ,Austin,https://www.realtor.com/realestateandhomes-detail/2005-Uphill-Ln-A_Austin_TX_78741_M94373-42350
12/02/2022,Price Changed,"$659,000 ",$360 ,Austin,https://www.realtor.com/realestateandhomes-detail/2005-Uphill-Ln-A_Austin_TX_78741_M94373-42350
11/02/2022,Price Changed,"$679,000 ",$371 ,Austin,https://www.realtor.com/realestateandhomes-detail/2005-Uphill-Ln-A_Austin_TX_78741_M94373-42350
10/27/2022,Price Changed,"$700,000 ",$383 ,Austin,https://www.realtor.com/realestateandhomes-detail/2005-Uphill-Ln-A_Austin_TX_78741_M94373-42350
10/11/2022,Price Changed,"$710,000 ",$388 ,Austin,https://www.realtor.com/realestateandhomes-detail/2005-Uphill-Ln-A_Austin_TX_78741_M94373-42350
10/05/2022,Price Changed,"$720,000 ",$393 ,Austin,https://www.realtor.com/realestateandhomes-detail/2005-Uphill-Ln-A_Austin_TX_78741_M94373-42350
01/04/2023,Price Changed,"$455,000 ",$345 ,Austin,https://www.realtor.com/realestateandhomes-detail/2113-Thrasher-Ln-Apt-1_Austin_TX_78741_M88364-86990
11/28/2022,Price Changed,"$485,000 ",$367 ,Austin,https://www.realtor.com/realestateandhomes-detail/2113-Thrasher-Ln-Apt-1_Austin_TX_78741_M88364-86990
11/10/2022,Listed,"$495,000 ",$375 ,Austin,https://www.realtor.com/realestateandhomes-detail/2113-Thrasher-Ln-Apt-1_Austin_TX_78741_M88364-86990
11/08/2014,Listing removed,"$1,250 ",$1 ,Austin,https://www.realtor.com/realestateandhomes-detail/2113-Thrasher-Ln-Apt-1_Austin_TX_78741_M88364-86990
10/31/2014,Price Changed for rent,"$1,250 ",$1 ,Austin,https://www.realtor.com/realestateandhomes-detail/2113-Thrasher-Ln-Apt-1_Austin_TX_78741_M88364-86990
10/01/2014,Listing removed,"$220,000 ",$167 ,Austin,https://www.realtor.com/realestateandhomes-detail/2113-Thrasher-Ln-Apt-1_Austin_TX_78741_M88364-86990
09/17/2014,Listed for rent,"$1,450 ",$1 ,Austin,https://www.realtor.com/realestateandhomes-detail/2113-Thrasher-Ln-Apt-1_Austin_TX_78741_M88364-86990
01/02/2023,Price Changed,"$647,490 ",$602 ,Austin,https://www.realtor.com/realestateandhomes-detail/702-Culp-St_Austin_TX_78741_M82438-08065
12/21/2022,Price Changed,"$648,490 ",$603 ,Austin,https://www.realtor.com/realestateandhomes-detail/702-Culp-St_Austin_TX_78741_M82438-08065
11/30/2022,Price Changed,"$648,590 ",$603 ,Austin,https://www.realtor.com/realestateandhomes-detail/702-Culp-St_Austin_TX_78741_M82438-08065
11/19/2022,Price Changed,"$649,590 ",$604 ,Austin,https://www.realtor.com/realestateandhomes-detail/702-Culp-St_Austin_TX_78741_M82438-08065
11/09/2022,Price Changed,"$649,690 ",$604 ,Austin,https://www.realtor.com/realestateandhomes-detail/702-Culp-St_Austin_TX_78741_M82438-08065
11/04/2022,Price Changed,"$649,890 ",$605 ,Austin,https://www.realtor.com/realestateandhomes-detail/702-Culp-St_Austin_TX_78741_M82438-08065
09/21/2022,Price Changed,"$649,990 ",$605 ,Austin,https://www.realtor.com/realestateandhomes-detail/702-Culp-St_Austin_TX_78741_M82438-08065
01/02/2023,Relisted,"$1,849,000 ",$561 ,Austin,https://www.realtor.com/realestateandhomes-detail/2105-Yellow-Jacket-Ln_Austin_TX_78741_M70060-82944
11/11/2022,Listing removed,- ,- ,Austin,https://www.realtor.com/realestateandhomes-detail/2105-Yellow-Jacket-Ln_Austin_TX_78741_M70060-82944
10/19/2022,Listed,"$1,895,000 ",$575 ,Austin,https://www.realtor.com/realestateandhomes-detail/2105-Yellow-Jacket-Ln_Austin_TX_78741_M70060-82944
06/02/2021,Listing removed,- ,- ,Austin,https://www.realtor.com/realestateandhomes-detail/2105-Yellow-Jacket-Ln_Austin_TX_78741_M70060-82944
06/02/2021,Listing removed,- ,- ,Austin,https://www.realtor.com/realestateandhomes-detail/2105-Yellow-Jacket-Ln_Austin_TX_78741_M70060-82944
01/28/2021,Listed,"$499,000 ",- ,Austin,https://www.realtor.com/realestateandhomes-detail/2105-Yellow-Jacket-Ln_Austin_TX_78741_M70060-82944
01/25/2021,Listed,"$499,000 ",$832 ,Austin,https://www.realtor.com/realestateandhomes-detail/2105-Yellow-Jacket-Ln_Austin_TX_78741_M70060-82944
01/12/2023,Listed,"$385,000 ",$401 ,Austin,https://www.realtor.com/realestateandhomes-detail/Austin_TX_78741_M85515-66145
11/27/2002,Sold,- ,- ,Public Record,https://www.realtor.com/realestateandhomes-detail/Austin_TX_78741_M85515-66145
01/17/2023,Price Changed,"$895,000 ",$381 ,Austin,https://www.realtor.com/realestateandhomes-detail/2301-Thrasher-Ln_Austin_TX_78741_M77976-44060
